Time_(s)	Delta_F/n_n=3_(Hz)	Delta_F/n_n=5_(Hz)	Delta_F/n_n=7_(Hz)	Delta_F/n_n=9_(Hz)	Delta_F/n_n=11_(Hz)	Delta_D_n=3_()	Delta_D_n=5_()	Delta_D_n=7_()	Delta_D_n=9_()	Delta_D_n=11_()
12793.6026	0.009668213	-0.115432508	-0.028438307	-0.040461755	-0.223907213	-3.35E-08	-2.41E-08	4.43E-10	-5.43E-08	-7.03E-08
12794.40461	0.09316975	0.009354164	0.079422165	-0.031940768	-0.206139905	-7.45E-09	-1.62E-08	-5.32E-08	-8.48E-08	1.31E-07
12795.20671	0.118871043	-0.007414616	-0.052734885	-0.153875931	-0.38317909	-6.29E-09	-3.97E-08	-6.61E-08	-6.81E-08	2.68E-09
12796.00876	0.08751736	-0.039465191	0.004118019	-0.14332368	0.018195727	-3.70E-08	-3.90E-08	1.81E-08	-1.39E-07	1.19E-08
12796.81088	0.05421776	0.017024304	0.008665933	0.16281903	0.041971361	-2.41E-08	-4.49E-08	-4.72E-08	-1.27E-08	9.27E-08
12797.61294	0.126241418	-0.019984152	-0.165341517	-0.025203323	-0.371663625	-7.13E-09	-3.46E-08	-1.07E-07	-9.01E-08	7.51E-08
12798.41504	0.043063327	-0.038056437	-0.099511057	0.008615625	-0.064452937	-2.35E-08	-8.22E-08	-9.98E-08	-8.12E-08	2.61E-07
12799.2171	0.040791282	-0.008729987	-0.055322006	0.271147609	-0.352151414	-1.73E-08	-9.39E-08	-4.11E-08	-7.09E-08	7.72E-08
12800.01915	0.060228524	-0.073471615	-0.025330218	0.061937489	-0.146050298	-2.39E-08	-4.16E-08	-4.13E-08	-5.17E-09	5.91E-08
12800.82121	0.013261571	-0.014794687	-0.062437924	-0.059927697	-0.274988763	-3.27E-08	-6.01E-08	-9.64E-08	-1.31E-07	6.88E-08
12801.62329	0.111250632	0.00182914	-0.07368012	-0.08330857	-0.325388927	-1.33E-08	-7.45E-08	-5.64E-08	-6.59E-08	8.10E-08
12802.42535	0.054647099	-0.079669347	0.016462259	-0.144841289	-0.24282811	-1.82E-08	-6.78E-08	1.44E-08	-7.15E-08	6.97E-08
12803.22738	0.094160021	-0.096741207	0.036017865	-0.114123205	-0.062587034	-3.02E-08	-7.48E-08	1.86E-08	8.06E-09	-1.52E-08
12804.02939	0.078254911	0.021494573	0.112882813	-0.189975663	-0.056699078	-1.95E-08	7.75E-09	-5.68E-09	-1.07E-07	7.42E-08
12804.83145	0.223201994	0.188361851	0.126814608	0.212955567	0.131361063	-1.43E-08	-5.07E-08	-1.13E-07	-1.23E-07	5.36E-08
12805.63357	0.177832186	0.239249413	0.232855913	0.050453913	-0.0771779	-1.73E-08	-9.58E-08	8.73E-08	-3.42E-08	9.92E-08
12806.43565	0.189476951	0.131748834	0.131996435	0.098465695	0.087585749	-3.09E-08	-4.68E-08	-5.44E-08	-2.90E-08	2.97E-08
12807.23766	0.245317845	0.175797541	0.12730942	0.095492342	0.145932552	-2.32E-08	-8.21E-08	-1.80E-08	-4.56E-08	4.78E-08
12808.03964	0.219026678	0.020716047	0.147295939	-0.007045996	-0.031512313	-1.58E-09	-7.77E-08	-3.30E-08	-4.03E-08	1.02E-07
12808.84167	0.345656448	0.06901386	0.166846746	0.312441093	-0.20692856	-3.00E-09	-4.39E-08	-5.69E-08	-4.21E-08	6.41E-08
12809.64367	0.210185153	0.163054785	0.198994328	0.276664207	-0.161057298	-3.75E-08	-5.94E-08	-2.86E-08	-6.22E-08	2.46E-08
12810.44568	0.238527182	0.145135123	0.118769381	0.322795711	-0.076593167	5.96E-09	-8.48E-08	-5.67E-08	-6.45E-08	1.07E-08
12811.24766	0.325966017	0.184564033	0.380596317	0.304389229	0.141829678	-1.12E-08	-9.68E-09	-4.70E-08	-1.15E-07	1.91E-07
12812.04965	0.320248113	0.158205924	0.273437052	0.152236242	0.201013038	-2.57E-08	-1.00E-07	7.88E-09	-1.35E-07	1.19E-07
12812.85162	0.257190725	0.079937039	0.277090892	0.202192927	-0.064664584	-6.08E-08	-3.72E-08	-1.67E-08	-5.42E-08	4.70E-08
12813.65358	0.301475819	0.042295712	0.138230513	0.474736633	0.041330877	1.47E-09	-8.60E-08	-7.10E-09	2.23E-08	5.65E-08
12814.45563	0.359006556	0.157360744	0.195354018	0.222694335	-0.067238943	-3.21E-08	-3.26E-08	-6.16E-09	-1.57E-07	1.27E-08
12815.25775	0.234425397	0.281195091	0.254503514	0.110304049	0.166305774	-1.16E-08	-3.45E-08	-3.12E-08	-1.17E-07	3.80E-08
12816.05985	0.356466011	0.181138287	0.151593732	0.227053083	0.054703972	-1.91E-09	-8.23E-08	-2.23E-08	5.46E-08	9.98E-08
12816.86193	0.279820489	0.142049473	0.060167379	0.271590156	0.06665948	3.16E-08	-2.27E-08	-5.25E-08	-5.78E-08	1.21E-07
12817.66408	0.336305525	0.243687306	0.029057561	0.314846066	-0.044669879	-3.07E-08	-2.73E-08	-5.67E-08	-1.42E-07	4.30E-08
12818.46605	0.325401928	0.223058368	0.264149739	0.106177552	0.067958763	-2.73E-08	-5.20E-08	-2.30E-08	-1.67E-07	1.98E-08
12819.26807	0.321571877	0.089651326	0.129738554	0.245911442	-0.057706923	-1.72E-08	-5.39E-08	3.09E-08	-7.94E-08	1.03E-07
12820.0701	0.278615572	0.175647011	0.254021522	0.23403522	0.076370507	-1.44E-08	-5.73E-08	-2.23E-08	-1.40E-07	2.87E-08
12820.87209	0.251273374	0.19893035	0.143017245	0.385624669	0.09800874	-4.29E-09	-6.38E-08	-2.84E-08	-4.87E-08	2.17E-08
12821.6742	0.252961089	0.130588644	0.11502202	0.245331902	-0.038095458	-3.50E-08	-1.81E-08	-1.50E-08	-1.56E-07	1.09E-07
12822.47623	0.289557886	0.233750486	0.256102493	0.194479422	0.009664704	-9.59E-10	-4.66E-08	-1.19E-08	-1.13E-07	1.97E-08
12823.27825	0.315129843	0.194793061	0.233029017	0.285729673	0.174683963	-1.70E-08	-8.76E-08	-1.05E-08	-8.07E-08	5.69E-08
12824.08028	0.290766599	0.097303504	0.209350192	0.225981703	0.186585696	2.15E-08	-6.44E-08	3.21E-08	-1.24E-07	-9.78E-08
12824.88231	0.233024529	0.140908768	0.206342791	0.163068194	0.062221342	-4.90E-09	-4.13E-08	-1.48E-08	-6.51E-08	7.78E-08
12825.6843	0.312036519	0.130647466	0.188351077	0.202315319	0.057776615	-4.62E-09	-6.80E-08	-1.22E-09	-2.23E-07	4.47E-08
12826.48631	0.294778371	0.163612143	0.32534871	0.308716555	0.091590795	-2.26E-08	-5.73E-08	-4.87E-08	-1.23E-07	3.66E-08
12827.28838	0.243036769	0.165200409	0.187033139	0.129831706	-0.080181531	-2.85E-08	-1.17E-08	-6.34E-08	-2.15E-08	8.76E-09
12828.09056	0.219089243	0.276507446	0.081864136	0.09087058	-0.045834428	-3.59E-08	-4.56E-08	-5.37E-08	-3.45E-08	1.20E-07
12828.89263	0.256723546	0.085722467	0.261121665	0.211593858	0.075746471	-3.04E-08	-6.15E-08	1.41E-09	-1.25E-07	8.68E-08
12829.69469	0.201315212	0.083677281	0.136132854	0.10875414	-0.207333076	-1.35E-08	-9.39E-08	-4.64E-08	-8.08E-08	5.67E-08
12830.49666	0.268079148	0.135538492	0.113774596	0.205690991	-0.039722676	-4.15E-08	-6.76E-08	-5.61E-08	-1.11E-07	-1.48E-08
12831.29866	0.282180814	0.178994215	0.079004622	0.269710134	0.067390406	-3.89E-08	1.95E-08	-1.01E-07	-1.06E-07	7.08E-08
12832.10087	0.249944435	0.085699481	0.057358363	0.292152144	0.065061213	-2.93E-08	-4.99E-08	4.47E-08	-1.14E-07	-2.98E-08
12832.90281	0.321604922	0.144094367	0.006836029	-0.013134444	0.115654085	-3.63E-08	-7.97E-08	-8.05E-08	-1.05E-07	9.04E-08
12833.70493	0.294333097	0.109711603	0.121266444	0.244948727	0.055431949	-5.58E-08	-2.22E-08	-3.83E-09	-1.32E-07	2.80E-09
12834.50698	0.203358059	0.123962606	0.174563767	0.133250592	-0.140720522	-1.20E-08	-2.67E-08	-2.83E-08	-1.36E-07	1.30E-07
12835.30901	0.289686154	0.168610844	0.018414589	0.179150634	-0.049938517	-4.11E-08	-6.51E-08	-4.26E-08	-1.25E-07	1.28E-07
12836.11108	0.222642918	0.189777176	0.167504862	0.216727325	0.056609963	-6.26E-08	-3.82E-08	1.10E-09	-5.20E-08	8.43E-08
12836.91308	0.242708136	0.183980303	-0.02036886	0.201857052	-0.083907438	9.13E-10	-7.89E-08	-1.27E-08	-1.29E-07	8.94E-08
12837.71518	0.248435699	0.205205075	0.118503765	0.176854606	0.144401797	-1.84E-08	-5.16E-08	6.40E-08	-4.88E-08	-3.33E-08
12838.51723	0.248764547	0.248516814	0.182989194	0.060235829	0.042471368	-4.11E-08	-6.57E-08	4.45E-08	-1.25E-07	9.51E-08
12839.31924	0.246203011	0.132085194	0.127077939	0.024470857	0.016629007	-2.84E-08	-6.54E-08	1.96E-08	-8.59E-08	1.36E-07
12840.12126	0.241782636	0.161556445	0.140780857	0.147609024	0.040907199	-3.30E-08	-3.12E-08	-1.29E-08	-1.42E-07	-3.09E-08
12840.92331	0.209310451	0.112807316	0.214885077	0.157535904	-0.030618573	-2.68E-08	-5.06E-08	-4.42E-08	-8.82E-08	3.69E-08
12841.72539	0.216598484	0.185471355	0.015609768	0.115534252	-0.04209759	-2.46E-08	-3.16E-08	-9.18E-08	-1.83E-07	-1.36E-08
12842.52741	0.244826235	0.100339011	0.203952994	0.094334475	0.206040149	-4.40E-08	-9.42E-08	1.12E-08	-8.30E-08	1.03E-07
12843.32936	0.192878456	0.174885698	0.126333701	0.550433662	0.073175239	1.26E-09	-8.82E-08	-5.92E-08	-9.58E-08	1.50E-07
12844.13142	0.228645358	0.164764316	0.136939515	0.113410884	0.038779745	-5.50E-08	-5.36E-08	2.46E-11	-4.67E-08	1.63E-07
12844.93345	0.255160626	0.161708247	0.183111423	0.347503679	0.176929951	-4.49E-09	-2.54E-08	-4.70E-08	-5.45E-08	1.01E-07
12845.73553	0.307602805	0.093757547	0.322002514	0.118864455	0.203643803	-2.27E-08	-4.28E-08	7.35E-09	-3.87E-08	1.01E-07
12846.53751	0.304442404	0.147807559	0.196391082	0.242824038	0.085718855	-5.23E-08	-4.46E-08	-5.14E-08	-1.29E-08	-6.49E-08
12847.33948	0.273568315	0.159028408	0.097143134	0.229029237	0.031095504	-4.56E-08	-4.73E-08	-9.41E-08	-1.38E-07	1.89E-07
12848.14146	0.233091102	0.139123556	0.056070933	0.168485187	0.199839801	-4.12E-08	-6.59E-08	-2.90E-08	-6.14E-08	1.95E-07
12848.94347	0.251668996	0.085341627	0.086964839	0.242284949	0.086250527	-3.07E-08	-4.19E-08	-5.57E-08	-5.93E-08	3.80E-08
12849.74547	0.312218673	0.104999741	0.162678382	0.228029667	0.06803774	-2.21E-09	-6.30E-08	1.04E-08	-1.26E-08	1.07E-07
12850.54757	0.34148707	0.100815347	0.271005115	0.106958686	0.079207269	-4.44E-08	-2.67E-08	-2.11E-08	-8.76E-08	8.88E-08
12851.34961	0.307835515	0.201818825	0.10056275	0.216979231	0.123908409	2.51E-09	-7.32E-08	1.11E-08	-9.13E-08	7.17E-08
12852.15165	0.264517778	0.125111013	0.187109174	0.190106586	-0.133013582	-4.28E-08	-3.68E-08	2.18E-08	-3.93E-08	2.50E-08
12852.95368	0.312419189	0.093197392	0.165392617	0.401600909	0.038091787	-4.71E-08	-1.15E-08	-5.37E-08	-8.82E-08	3.58E-08
12853.75563	0.24583686	0.222724496	0.172777042	0.307746921	-0.089901478	-4.12E-08	-7.18E-08	-4.02E-08	-8.40E-08	1.22E-07
12854.55767	0.267005621	0.163717709	0.141308611	0.138647118	0.331289048	-3.98E-08	-3.08E-08	1.75E-08	-1.77E-07	1.42E-07
12855.35974	0.228376253	0.206998185	0.142984498	0.254910776	-0.113946303	-3.90E-08	-5.68E-08	-1.53E-08	-9.86E-08	5.76E-08
12856.16174	0.27334332	0.246965797	0.222658074	0.277827669	0.080787661	-2.06E-08	-2.57E-08	-2.69E-08	-1.16E-07	2.03E-07
12856.96381	0.226871805	0.148835719	0.196545665	0.095871152	0.129980901	-2.18E-08	-6.50E-08	7.27E-08	-4.63E-08	4.88E-08
12857.76592	0.263719814	0.127377563	0.277740299	0.079912398	-0.223926376	-3.66E-08	-6.60E-08	-2.98E-08	-1.65E-08	4.89E-08
12858.56789	0.2405747	0.197732267	0.169712255	0.157272437	0.018601306	-5.47E-08	-2.90E-08	-2.27E-08	-7.98E-08	1.75E-08
12859.3699	0.220029584	0.161656681	0.283430426	0.122870202	-0.002592863	-7.16E-08	-4.69E-08	7.32E-10	-7.00E-08	1.01E-07
12860.17188	0.262807069	0.166945687	0.268964469	0.146255595	0.019472327	-3.42E-08	-6.43E-08	-8.53E-08	-9.73E-08	-4.15E-08
12860.97389	0.239321145	0.13710841	0.249871961	0.232059866	-0.09603813	-4.28E-08	-4.90E-08	-8.06E-08	-4.11E-08	1.02E-07
12861.776	0.307892834	0.167014497	0.074710485	0.26004819	-0.06210869	1.76E-10	-4.71E-08	4.73E-08	-7.08E-08	4.68E-08
12862.57792	0.239998952	0.078674374	0.267847591	0.150330777	0.003204669	-3.42E-08	-9.10E-08	3.16E-09	-9.10E-08	6.16E-08
12863.37999	0.306272548	0.15717932	0.169662018	0.197151066	0.064101773	-1.09E-08	-1.05E-07	-7.48E-09	-1.45E-07	-3.81E-08
12864.18205	0.281324429	0.058763624	0.171940719	0.249707693	0.053701152	-1.60E-08	-7.71E-08	8.24E-09	-1.14E-07	8.84E-08
12864.98399	0.301386865	0.165795135	0.177863218	0.055657283	0.042397475	-4.37E-08	-4.57E-08	-2.90E-08	-1.34E-07	8.97E-08
12865.78603	0.337998532	0.050539153	0.212628982	0.143525023	0.006183359	-3.50E-08	-9.53E-08	-3.34E-08	6.87E-09	-6.71E-08
12866.58808	0.269382086	0.253117166	0.159482789	0.158156835	-0.145167666	-6.23E-08	-5.57E-08	2.43E-08	-6.55E-08	9.58E-11
12867.39006	0.288431052	0.155406054	0.13620399	0.080805767	0.076508124	-2.21E-08	-5.16E-08	-1.24E-08	-9.00E-08	3.21E-08
12868.19211	0.280515004	0.131545381	0.191822419	0.181439563	0.061869879	-2.88E-09	-6.34E-08	-3.19E-08	-7.04E-08	4.04E-08
12868.99411	0.303164124	0.199196734	0.193258626	0.110600058	-0.028849412	-2.05E-08	4.49E-10	-6.79E-08	-2.68E-08	4.43E-08
12869.79618	0.345561527	0.184251902	0.266378751	0.160675868	0.026882961	-3.99E-08	-9.48E-08	6.17E-09	-5.94E-08	1.23E-07
12870.59821	0.272721363	0.248121455	0.287602675	0.206507157	0.268560899	-7.00E-08	-6.97E-09	8.42E-09	-2.70E-08	8.65E-08
12871.4002	0.267567197	0.18805762	0.100909224	0.220833898	-0.170090556	-5.96E-08	-5.07E-08	-3.67E-08	-1.25E-07	-9.60E-09
12872.20228	0.275126851	0.234867271	0.176584716	0.361277878	0.05124001	-6.34E-09	-5.18E-08	-3.17E-08	-7.19E-08	2.00E-08
12873.00431	0.267768883	0.241370311	0.286371574	0.181243978	0.175153632	-5.33E-08	-7.78E-08	-2.96E-08	-2.00E-07	1.16E-07
12873.80631	0.213040412	0.137322515	0.271749205	0.181576508	0.04986549	-2.21E-08	-7.04E-08	-9.51E-08	3.95E-09	1.28E-08
12874.60833	0.224962554	0.174812237	0.149491487	0.258902751	-0.104264622	6.21E-09	-4.47E-09	2.04E-08	-8.80E-08	5.66E-08
12875.41035	0.24848902	0.235025065	0.254575292	0.282752084	-0.065385321	-2.47E-08	-5.07E-08	3.92E-08	-7.58E-08	-5.20E-08
12876.21235	0.236878555	0.094438464	0.136467103	0.059033622	0.204314398	-2.63E-08	-8.55E-08	-3.35E-08	-6.39E-08	6.87E-08
12877.01438	0.221426756	0.1130707	0.182937549	0.247740842	-0.086232202	-3.53E-08	-4.41E-08	-5.31E-08	-5.54E-08	8.84E-08
12877.81643	0.283396335	0.103765526	0.083514695	0.103560381	-0.10163454	-1.92E-08	-6.68E-08	-4.02E-08	-2.39E-07	5.84E-08
12878.61846	0.204316487	0.181265451	0.181029888	0.191600441	0.209145794	-4.10E-08	-2.75E-08	-4.59E-08	-1.58E-07	1.52E-07
12879.4205	0.230293356	0.126439292	0.17907496	0.17632568	0.061210025	-5.75E-08	-2.17E-08	-3.95E-08	-7.74E-08	1.52E-07
12880.22251	0.232709564	0.192780938	0.280796414	0.236436883	0.157972114	-2.07E-08	-1.58E-08	-1.08E-07	-1.05E-07	1.15E-07
12881.02459	0.29946932	0.178519283	0.144734788	0.289050208	0.138753597	-3.28E-08	-6.46E-08	-5.95E-08	-6.00E-08	1.05E-07
12881.82653	0.22464437	0.183703754	0.087377476	0.278828748	0.231026786	-4.31E-08	-7.14E-08	-3.80E-08	-8.62E-08	4.36E-08
12882.62857	0.321235841	0.265030289	0.256190555	0.190026866	0.108459223	-3.84E-08	-7.92E-09	-7.91E-08	-1.10E-07	4.96E-08
12883.43064	0.262225441	0.097015517	0.159636521	0.321586769	0.106299499	-3.07E-08	-6.83E-08	-1.45E-10	-1.06E-07	1.32E-07
12884.23266	0.33624257	0.12120078	0.066127945	0.207789574	-0.278010986	1.19E-08	-6.02E-08	3.03E-08	-1.56E-07	6.14E-08
12885.03472	0.248466718	0.128564073	0.217217898	0.282306279	-0.171116507	-2.34E-08	-7.46E-08	-1.26E-08	-5.10E-08	1.10E-07
12885.8367	0.275781066	0.044519337	0.185789363	0.114774786	0.031851542	-4.68E-10	-4.42E-08	-2.53E-08	-1.12E-07	-2.22E-08
12886.63882	0.341810934	0.237478878	0.115625998	0.328268242	-0.061329836	-3.42E-08	-4.45E-08	-2.87E-08	-4.12E-08	1.21E-07
12887.4409	0.240093417	0.194985266	0.0365196	0.279735983	0.010135925	-2.18E-08	-6.18E-08	-3.37E-08	-1.26E-07	2.01E-07
12888.2429	0.267195841	0.224051172	0.106702613	0.051913959	0.103178824	-3.32E-08	-6.13E-08	-5.50E-08	-1.34E-07	8.82E-08
12889.04496	0.240001339	0.221630249	8.84E-04	0.331044173	-0.051869102	-2.00E-08	-3.45E-08	-3.48E-08	-1.66E-07	1.21E-07
12889.84696	0.264331415	0.236049937	0.153673294	0.02406499	0.060653493	-4.91E-09	-4.40E-08	1.97E-08	-1.76E-07	1.03E-07
12890.64897	0.215516822	0.138296296	0.15982075	0.167959884	0.021808424	-2.28E-08	-1.02E-07	2.78E-08	-5.29E-08	2.70E-09
12891.45097	0.212579286	0.091886916	0.065727836	0.13581786	0.052466731	-3.87E-08	-6.02E-08	2.77E-08	-7.38E-08	7.15E-08
12892.25293	0.266637304	0.146599942	0.233366996	0.204627717	0.174229575	-1.62E-08	-1.01E-07	-5.56E-08	1.64E-08	2.73E-08
12893.05505	0.218319676	0.177294467	0.110341628	0.133706306	-0.152136073	-6.24E-08	-2.79E-08	1.81E-08	-2.84E-08	2.90E-08
12893.85715	0.181185833	0.139533147	0.109351442	0.390003867	-0.029721366	6.63E-09	-8.85E-08	-1.69E-08	-8.45E-08	2.21E-08
12894.6598	0.302403467	0.122275998	0.164821967	0.228062116	0.063579899	2.40E-11	-5.16E-08	-6.55E-08	-1.47E-07	-6.87E-08
12895.46182	0.172467755	0.108836995	0.159051371	0.299355207	0.045636199	-1.31E-08	-8.11E-08	-2.34E-08	-1.69E-08	4.27E-08
12896.26379	0.335709244	0.058233748	0.222589336	0.046138013	0.059432452	-3.29E-08	-5.25E-08	8.04E-09	-1.17E-07	4.34E-08
12897.06585	0.265063812	0.086108799	0.184757425	0.27419287	0.204353276	-4.41E-08	-7.20E-08	-3.79E-08	-1.77E-07	-6.82E-08
12897.86788	0.235330857	0.104144675	0.169909012	0.176873957	-0.010396939	1.52E-08	-4.27E-08	-8.58E-08	-1.12E-08	8.78E-08
12898.66989	0.220666933	0.158089394	0.045897921	0.348697773	-0.016893488	-6.13E-08	-1.26E-08	1.20E-08	-3.26E-08	9.75E-08
12899.47194	0.271069211	0.072425891	0.296342318	0.225176713	-0.191320498	-1.04E-08	-3.54E-08	-1.50E-08	-8.60E-08	4.47E-08
12900.27401	0.298279983	0.061876075	0.245025745	0.251577269	-0.058406207	-5.75E-09	-3.18E-08	-7.01E-09	-7.35E-08	1.94E-07
12901.07602	0.258248579	0.088538713	0.133534205	0.243411372	-0.029511751	1.39E-08	-4.94E-08	-9.95E-09	-8.22E-08	9.95E-09
12901.87811	0.281706485	0.094830405	0.251207893	0.293018195	0.030975383	-7.27E-08	-3.69E-08	-6.74E-08	-1.99E-08	7.87E-08
12902.68017	0.259864234	0.050446274	0.088761711	0.413813262	0.146618208	-1.20E-08	1.08E-08	-1.88E-08	-1.86E-07	1.29E-07
12903.48221	0.295427474	0.167006451	0.124722888	0.271977007	0.085160117	-4.24E-08	-3.71E-08	-4.30E-08	-7.92E-09	3.67E-08
12904.28422	0.292907165	0.035879017	0.194943991	0.117622096	0.044656375	-6.92E-08	-1.11E-07	-4.43E-08	-6.33E-08	3.57E-08
12905.0863	0.265450884	0.148047757	0.067977045	0.224736988	-0.166032699	-4.94E-08	2.27E-09	-3.01E-08	-1.22E-07	1.02E-07
12905.88835	0.250599535	0.193234878	0.11387269	0.108304675	0.168190518	-4.72E-08	-4.07E-08	4.70E-09	-4.92E-09	2.92E-08
12906.69037	0.27431158	0.169072066	0.136738347	0.055584257	-0.05823396	-2.80E-08	-9.93E-08	-5.06E-08	-6.84E-08	1.12E-07
12907.49243	0.274871451	0.124325775	0.166497026	0.316200549	-0.120501639	1.71E-09	-4.55E-08	-9.94E-08	-5.37E-08	-2.81E-08
12908.29441	0.128077423	0.226308472	0.101356049	0.136448153	0.207650386	-4.91E-08	-8.40E-08	2.07E-08	-1.81E-07	3.73E-08
12909.09642	0.208915435	0.075182085	0.096320171	0.230040457	0.201075374	-5.52E-08	-9.26E-08	-8.90E-08	-6.04E-08	1.35E-07
12909.89851	0.22754648	0.160442908	0.210716612	0.224288875	0.049036882	-5.31E-08	-1.05E-07	-6.52E-08	-6.69E-08	5.45E-08
12910.70052	0.200512651	0.087209214	0.107481883	0.095076123	0.13568173	-6.07E-08	-6.98E-08	-5.42E-08	-2.45E-09	6.61E-08
12911.5026	0.222743853	0.180208734	0.135027338	0.29319534	-0.002985891	-1.90E-08	-2.75E-08	-8.82E-08	-3.24E-08	7.38E-08
12912.30468	0.208865608	0.126647118	0.214013107	0.113007694	0.103123605	-3.02E-08	-7.73E-08	-4.63E-08	-5.09E-08	6.53E-08
12913.10673	0.257066702	0.222827064	0.232488445	0.334490401	-0.143170608	-3.08E-08	-1.01E-07	-6.68E-08	-3.71E-08	1.06E-07
12913.90881	0.282897272	0.112184507	0.108071683	0.101053412	-0.011590854	3.04E-10	-5.07E-08	-1.11E-08	-1.47E-07	1.62E-07
12914.71085	0.227530928	0.274499136	0.172526508	0.194455619	0.162495053	-3.09E-08	-5.31E-08	-2.57E-08	-4.40E-08	1.32E-07
12915.51288	0.25257007	0.122372808	0.153942581	0.204795601	0.084191015	-1.93E-08	-4.37E-08	-9.02E-08	-7.59E-08	5.70E-08
12916.31488	0.273190812	0.179393317	0.079355659	0.407263096	0.160529299	9.22E-09	-5.82E-08	-1.19E-07	-8.16E-08	4.14E-08
12917.11688	0.2336085	0.109435036	0.152514133	0.33596958	-0.075450836	-1.95E-08	-1.12E-07	-6.41E-08	-6.68E-08	1.83E-08
12917.91898	0.344327796	0.054839027	0.078586153	0.085105768	0.027367559	3.24E-08	-8.26E-08	-8.75E-08	-5.90E-08	7.35E-08
12918.72103	0.29028625	0.183752119	0.141937958	0.374779784	0.028824033	-1.25E-08	-5.77E-08	-8.72E-08	-1.59E-07	8.68E-08
12919.52314	0.249498718	0.12472031	0.153439665	0.141916419	-0.21020809	-3.95E-08	-1.10E-07	-3.62E-08	-6.89E-08	2.15E-08
12920.32513	0.32154172	0.078610043	-0.010416118	0.188321849	-0.063622043	-4.19E-08	-7.26E-08	-1.38E-09	-4.67E-08	5.10E-08
12921.1271	0.348490944	0.159189831	0.128578026	0.378528208	0.073425841	-3.35E-08	-8.84E-08	-4.08E-09	-8.67E-08	7.13E-08
12921.92924	0.226121907	0.100582939	0.054685132	0.089066597	-0.076126783	-3.07E-08	-1.66E-08	6.42E-08	-1.05E-07	5.14E-08
12922.73121	0.161785917	0.097433365	0.11455374	0.168246638	-0.171582936	-3.68E-08	-9.51E-08	-1.17E-08	-1.05E-07	9.14E-08
12923.53334	0.183755554	0.092971922	0.012261399	-0.038836274	0.095487779	-3.21E-08	-8.66E-08	1.56E-08	-1.79E-07	6.52E-08
12924.33542	0.216647234	0.183192673	0.057487112	0.062344924	0.110724136	-4.65E-08	-2.55E-08	3.31E-08	-1.33E-07	1.76E-07
12925.13742	0.316578935	0.136658363	0.01405729	-0.036305701	0.087615585	-5.37E-08	-3.65E-08	-8.27E-08	-1.58E-07	2.85E-08
12925.93943	0.136072202	0.057453134	0.069097725	0.187092901	-0.100958559	-3.76E-08	-4.79E-08	7.22E-09	-1.55E-07	3.91E-08
12926.74139	0.138269193	0.20490929	0.125370265	0.067857428	-0.024964796	-2.56E-08	-3.79E-08	-6.14E-08	-7.49E-08	-3.91E-08
12927.54339	0.252141082	0.195152044	0.341324934	0.043256769	-0.136005118	-3.70E-08	-5.10E-08	-5.76E-08	-1.66E-07	4.78E-08
12928.34534	0.2436553	0.138854755	0.017583635	0.173859943	-0.033139031	-2.17E-08	-3.81E-08	-1.97E-08	-8.14E-08	1.54E-08
12929.14742	0.15298697	0.084593452	0.203549545	0.097572526	-0.169967441	-2.91E-09	-9.00E-08	-1.84E-08	-1.20E-07	5.31E-08
12929.94946	0.209735276	0.097516405	0.213250658	0.053398709	-0.104421312	-1.69E-08	-5.90E-08	1.25E-08	-1.77E-07	-3.51E-08
12930.75147	0.197102853	0.11385987	0.136711007	0.21742033	0.070786964	-5.83E-08	-5.79E-08	-1.04E-07	-2.18E-08	3.82E-08
12931.55348	0.192414027	0.134532183	0.111767185	0.076446305	-0.283768483	-1.71E-08	-9.17E-08	-4.54E-08	-1.59E-07	1.66E-07
12932.35553	0.257610918	0.071483834	0.069818129	0.28372261	-0.08773998	-7.30E-09	-5.79E-08	-1.16E-08	-8.99E-08	6.75E-08
12933.15761	0.228063654	0.022306272	0.128643483	0.043792623	0.0482438	9.03E-10	-9.96E-08	-3.18E-08	-3.93E-08	1.74E-07
12933.95966	0.220180992	0.079596213	0.248985557	0.026883068	-0.068317387	-4.09E-08	-6.28E-08	-6.90E-08	-2.60E-08	1.06E-07
12934.7617	0.179286593	0.006157184	0.12630242	0.239555569	-0.192872009	-1.28E-08	-1.07E-07	-2.12E-08	-8.54E-08	1.74E-08
12935.56373	0.283351737	0.066790161	0.169403774	0.169182614	-0.211054006	-7.26E-09	-6.97E-08	-3.19E-08	-8.00E-09	5.78E-09
12936.36582	0.198737109	0.142440765	0.131365933	0.229530868	-0.094661689	-1.95E-08	-7.05E-08	-4.66E-08	-1.13E-07	4.63E-08
12937.16782	0.278627736	0.105439571	0.115540662	0.149607818	-0.159226861	-3.36E-08	-6.53E-08	-1.59E-08	-1.66E-08	-8.19E-08
12937.96983	0.262202651	0.11091897	-6.14E-04	0.135543819	0.115398307	-2.09E-08	-5.84E-08	-4.19E-08	-1.85E-08	8.88E-08
12938.77193	0.291816382	0.151764409	0.047757262	-0.013216534	0.076240552	-4.23E-09	-5.37E-08	-1.84E-08	-1.28E-07	6.75E-08
12939.57395	0.227986864	0.053672418	0.0754748	0.12845679	-0.151912038	-5.35E-08	-1.35E-07	3.36E-08	-1.73E-07	6.88E-08
